x,y
3.70327868852459, 2.7131147540983607
4.250819672131148, 2.2688524590163934
4.3245901639344265, 2.2672131147540986
4.340983606557377, 2.2163934426229507
4.331147540983607, 2.19672131147541
4.332786885245901, 2.1688524590163934
4.377049180327869, 2.1622950819672133
4.400, 2.20327868852459
4.40655737704918, 2.3475409836065573
4.378688524590164, 2.424590163934426
4.200, 2.6049180327868853
4.0918032786885246, 2.7409836065573772
4.0885245901639346, 2.7868852459016393
4.209836065573771, 2.945901639344262
4.2819672131147545, 2.960655737704918
4.565573770491803, 2.9508196721311474
4.632786885245901, 2.978688524590164
4.683606557377049, 3.0622950819672133
4.695081967213115, 3.1163934426229507
4.6967213114754095, 3.1836065573770493
4.652459016393443, 3.2475409836065573
4.662295081967213, 3.278688524590164
4.844262295081967, 3.5311475409836066
4.954098360655737, 3.714754098360656
5.0245901639344265, 3.8508196721311474
5.036065573770492, 3.9081967213114754
5.01311475409836, 4.085245901639344
5.034426229508197, 4.209836065573771
5.137704918032787, 4.373770491803279
5.247540983606557, 4.508196721311476
5.200, 4.570491803278688
5.221311475409836, 4.636065573770492
5.250819672131148, 4.822950819672131
5.242622950819672, 4.867213114754099
5.254098360655737, 4.926229508196721
5.221311475409836, 5.044262295081967
5.257377049180328, 5.127868852459016
5.244262295081967, 5.1606557377049185
4.9245901639344265, 5.090163934426229
4.708196721311476, 4.901639344262295
4.598360655737705, 4.763934426229508
4.527868852459016, 4.737704918032787
4.291803278688524, 4.7754098360655735
3.800, 4.890163934426229
3.2524590163934427, 4.909836065573771
2.957377049180328, 4.814754098360656
2.7836065573770493, 4.7967213114754095
1.6065573770491803, 4.862295081967213
0.898360655737705, 5.014754098360656
0.8475409836065573, 5.034426229508197
0.839344262295082, 5.0032786885245905
0.7885245901639345, 4.970491803278688
0.7885245901639345, 4.945901639344263
0.860655737704918, 4.8967213114754095
0.8737704918032787, 4.855737704918033
0.8540983606557377, 4.8180327868852455
0.7852459016393443, 4.798360655737705
0.5721311475409836, 4.768852459016393
0.4704918032786885, 4.7032786885245905
0.5475409836065573, 4.621311475409836
0.7688524590163935, 4.168852459016393
0.8442622950819672, 4.154098360655737
0.9360655737704918, 4.078688524590164
0.9672131147540983, 3.9918032786885246
1.1295081967213114, 3.8704918032786886
1.2049180327868853, 3.79344262295082
1.2704918032786886, 3.7081967213114754
1.360655737704918, 3.660655737704918
1.4721311475409836, 3.624590163934426
1.5459016393442623, 3.60655737704918
1.7836065573770493, 3.6016393442622953
1.8524590163934427, 3.614754098360656
2.000, 3.5885245901639346
2.063934426229508, 3.5950819672131147
2.2524590163934427, 3.657377049180328
2.40327868852459, 3.5737704918032787
2.4737704918032787, 3.463934426229508
2.5409836065573772, 3.439344262295082
2.781967213114754, 3.4737704918032787
3.6836065573770493, 3.8344262295081967
3.875409836065574, 3.8737704918032787
4.0688524590163934, 3.8770491803278687
4.111475409836065, 3.8131147540983607
4.1606557377049185, 3.681967213114754
4.2393442622950815, 3.5836065573770493
4.342622950819672, 3.5081967213114754
4.442622950819672, 3.436065573770492
4.544262295081967, 3.357377049180328
4.536065573770492, 3.3377049180327867
4.6606557377049185, 3.1295081967213114
4.663934426229508, 3.045901639344262
4.60655737704918, 2.985245901639344
4.537704918032787, 2.9655737704918033
4.31311475409836, 2.9721311475409834
4.221311475409836, 2.9655737704918033
4.168852459016393, 2.924590163934426
4.0836065573770493, 2.80655737704918
4.0737704918032787, 2.757377049180328
4.168852459016393, 2.614754098360656
4.109836065573771, 2.554098360655738
4.045901639344262, 2.6016393442622953
4.00655737704918, 2.6590163934426228
3.8327868852459014, 2.8131147540983607
3.7950819672131147, 2.7868852459016393
3.745901639344262, 2.7901639344262294
3.721311475409836, 2.8016393442622953
3.6885245901639346, 2.760655737704918
4.222950819672131, 2.3016393442622953
4.262295081967213, 2.314754098360656
4.247540983606557, 2.439344262295082
4.014754098360656, 2.7409836065573772
4.014754098360656, 2.775409836065574
4.0721311475409834, 2.9049180327868853
4.0704918032786886, 3.0016393442622953
4.024590163934426, 3.0622950819672133
3.945901639344262, 3.0901639344262294
3.878688524590164, 3.0655737704918033
3.763934426229508, 2.9278688524590166
3.7131147540983607, 2.9688524590163934
3.700, 3.036065573770492
3.7163934426229507, 3.2131147540983607
3.6131147540983607, 3.4016393442622953
3.3950819672131147, 3.5655737704918033
3.200, 3.4491803278688526
3.1803278688524592, 3.39344262295082
3.2721311475409834, 3.321311475409836
3.29344262295082, 3.2622950819672133
3.2622950819672133, 3.20327868852459
3.1262295081967213, 3.3016393442622953
3.060655737704918, 3.3081967213114754
3.0344262295081967, 3.2590163934426228
3.70327868852459, 2.7131147540983607
